Species;Common name;Order;Family;Status;Status_code;Sizemin;Sizemax;Migratory status;migrant_code;Population trend;Trend_code;Extent of occurrence (km2);Generation length (yrs);SSI_Diet;SSI_Habitat;Neartic;Paleartic;Afrotropical;Neotropical;Indomalayan;Australasian;Oceanic
Aegotheles crinifrons;Moluccan Owlet-nightjar;Caprimulgiformes;Aegothelidae;Least Concern;1;29;29;not a migrant;1;Stable;2;50500;5.4;2.449489743;4;0;0;0;0;0;1;1
Aegotheles cristatus;Australian Owlet-nightjar;Caprimulgiformes;Aegothelidae;Least Concern;1;21;25;not a migrant;1;Stable;2;12100000;5.4;2.449489743;2.738612788;0;0;0;0;0;1;1
Aegotheles insignis;Feline Owlet-nightjar;Caprimulgiformes;Aegothelidae;Least Concern;1;28;30;not a migrant;1;Stable;2;637000;5.4;2.449489743;7.071067812;0;0;0;0;0;1;0
Aegotheles savesi;New Caledonian Owlet-nightjar;Caprimulgiformes;Aegothelidae;Critically Endangered;5;28;28;not a migrant;1;Decreasing;1;12;5.4;2.449489743;4.949747468;0;0;0;0;0;1;1
Aegotheles wallacii;Wallace's Owlet-nightjar;Caprimulgiformes;Aegothelidae;Least Concern;1;20;23;not a migrant;1;Decreasing;1;595000;5.4;2.449489743;4.949747468;0;0;0;0;0;1;1
Aegypius monachus;Cinereous Vulture;Accipitriformes;Accipitridae;Near Threatened;2;100;120;full migrant;3;Decreasing;1;22300000;16;1.914854216;3.4278273;0;1;1;0;1;1;0
Aepypodius arfakianus;Wattled Brush-turkey;Galliformes;Megapodiidae;Least Concern;1;38;46;not a migrant;1;Stable;2;685000;13.5;1.154700538;7.071067812;0;0;0;0;0;1;1
Aerodramus brevirostris;Himalayan Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;13;14;full migrant;3;Stable;2;3630000;5;2.449489743;3.4278273;0;0;0;0;0;1;0
Aerodramus elaphrus;Seychelles Swiftlet;Caprimulgiformes;Apodidae;Vulnerable;3;11;11;not a migrant;1;Stable;2;1300;5;3.605551275;2.738612788;0;0;1;0;0;1;0
Aerodramus fuciphagus;Edible-nest Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;11.5;12.5;not a migrant;1;Decreasing;1;8910000;5;3.605551275;2.318404624;0;0;0;0;1;1;0
Aerodramus hirundinaceus;Mountain Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;11;13;not a migrant;1;Stable;2;957000;5;2.449489743;4;0;0;0;0;0;1;1
Aerodramus infuscatus;Moluccan Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;10;10;not a migrant;1;Stable;2;931000;5;2.449489743;4;0;0;0;0;0;1;1
Aerodramus inquietus;Caroline Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;11;11;not a migrant;1;Stable;2;72800;5;2.449489743;4.949747468;0;0;0;0;0;1;0
Aerodramus leucophaeus;Polynesian Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;11;11;not a migrant;1;Stable;2;235000;5;2.449489743;4;0;0;0;0;0;1;0
Aerodramus maximus;Black-nest Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;12;14;not a migrant;1;Decreasing;1;4580000;5;2.449489743;4;0;0;0;0;1;1;0
Aerodramus mearnsi;Philippine Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;10;12;not a migrant;1;Stable;2;856000;5;2.449489743;3.4278273;0;0;0;0;1;1;0
Aerodramus pelewensis;Palau Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;11;11;not a migrant;1;Stable;2;1700;5;2.449489743;4;0;0;0;0;0;1;1
Aerodramus salangana;Mossy-nest Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;11.7;12;not a migrant;1;Stable;2;2890000;5;2.449489743;4;0;0;0;0;1;1;0
Aerodramus sawtelli;Atiu Swiftlet;Caprimulgiformes;Apodidae;Vulnerable;3;10;10;not a migrant;1;Stable;2;27;5;2.449489743;3.4278273;0;0;0;0;0;1;1
Aerodramus spodiopygius;White-rumped Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;10;11.5;not a migrant;1;Stable;2;5430000;5;2.449489743;3.4278273;0;0;0;0;0;1;1
Aerodramus terraereginae;Australian Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;11;11;not a migrant;1;Stable;2;223000;5;2.449489743;3.4278273;0;0;0;0;0;1;0
Aerodramus unicolor;Indian Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;12;12;not a migrant;1;Decreasing;1;434000;5;2.449489743;3.4278273;0;0;0;0;1;1;0
Aerodramus vanikorensis;Uniform Swiftlet;Caprimulgiformes;Apodidae;Least Concern;1;12;13;not a migrant;1;Stable;2;11300000;5;2.449489743;3.4278273;0;0;0;0;0;1;0
Aeronautes andecolus;Andean Swift;Caprimulgiformes;Apodidae;Least Concern;1;14;14;not a migrant;1;Stable;2;2400000;5.5;2.449489743;7.071067812;0;0;0;1;0;1;0
Aeronautes montivagus;White-tipped Swift;Caprimulgiformes;Apodidae;Least Concern;1;13;13;not a migrant;1;Stable;2;5550000;5.5;2.449489743;4;0;0;0;1;0;1;0
Aeronautes saxatalis;White-throated Swift;Caprimulgiformes;Apodidae;Least Concern;1;15;18;full migrant;3;Decreasing;1;6580000;5.5;2.449489743;3.033150178;1;0;0;1;0;1;0
Aethia cristatella;Crested Auklet;Charadriiformes;Alcidae;Least Concern;1;18;20;not a migrant;1;Decreasing;1;6000000;8.8;1.58113883;1.709700829;1;1;0;0;0;1;0
Aethia psittacula;Parakeet Auklet;Charadriiformes;Alcidae;Least Concern;1;23;25;not a migrant;1;Decreasing;1;6180000;7.6;1.58113883;1.802775638;1;1;0;0;0;1;0
Aethia pusilla;Least Auklet;Charadriiformes;Alcidae;Least Concern;1;12;14;not a migrant;1;Decreasing;1;4400000;6.9;2.449489743;1.802775638;1;1;0;0;0;1;0
Aethia pygmaea;Whiskered Auklet;Charadriiformes;Alcidae;Least Concern;1;37;37;not a migrant;1;Decreasing;1;3600000;7.6;2.449489743;1.802775638;1;1;0;0;0;1;0
Aethopyga bella;Handsome Sunbird;Passeriformes;Nectariniidae;Least Concern;1;9.1;9.1;not a migrant;1;Stable;2;846000;4.2;1.58113883;3.4278273;0;0;0;0;1;1;0
Aethopyga christinae;Hainan Sunbird;Passeriformes;Nectariniidae;Least Concern;1;8.5;8.5;not a migrant;1;Decreasing;1;38600;4.2;1.154700538;7.071067812;0;0;0;0;0;1;0
Aethopyga duyvenbodei;Elegant Sunbird;Passeriformes;Nectariniidae;Endangered;4;12;12;not a migrant;1;Decreasing;1;700;4.2;1.58113883;4;0;0;0;0;0;1;1
Aethopyga eximia;White-flanked Sunbird;Passeriformes;Nectariniidae;Least Concern;1;13;13;not a migrant;1;Stable;2;50300;4.2;1.58113883;4;0;0;0;0;1;1;0
Aethopyga gouldiae;Gould's Sunbird;Passeriformes;Nectariniidae;Least Concern;1;14;15;not a migrant;1;Stable;2;5850000;4.2;1.58113883;3.033150178;0;1;0;0;1;1;0
Aethopyga ignicauda;Fire-tailed Sunbird;Passeriformes;Nectariniidae;Least Concern;1;8.5;11;not a migrant;1;Stable;2;1630000;4.2;1.58113883;4.949747468;0;1;0;0;1;1;0
Aethopyga mystacalis;Javan Sunbird;Passeriformes;Nectariniidae;Least Concern;1;9;10;not a migrant;1;Decreasing;1;177000;4.2;1.58113883;4.949747468;0;0;0;0;0;1;0
Aethopyga nipalensis;Green-tailed Sunbird;Passeriformes;Nectariniidae;Least Concern;1;14;15;not a migrant;1;Stable;2;4580000;4.2;1.58113883;2.507132682;0;1;0;0;1;1;0
Aethopyga saturata;Black-throated Sunbird;Passeriformes;Nectariniidae;Least Concern;1;14;15;not a migrant;1;Stable;2;5630000;4.2;1.58113883;3.4278273;0;1;0;0;1;1;0
Aethopyga shelleyi;Lovely Sunbird;Passeriformes;Nectariniidae;Least Concern;1;10.5;10.5;not a migrant;1;Stable;2;47800;4.2;1.58113883;3.4278273;0;0;0;0;0;1;0
Aethopyga siparaja;Crimson Sunbird;Passeriformes;Nectariniidae;Least Concern;1;11.7;15;not a migrant;1;Stable;2;12500000;4.2;1.58113883;2.738612788;0;0;0;0;0;1;0
Aethopyga temminckii;Temminck's Sunbird;Passeriformes;Nectariniidae;Least Concern;1;13;13;not a migrant;1;Decreasing;1;2610000;4.2;1.58113883;4.949747468;0;0;0;0;0;1;0
Aethopyga vigorsii;Sahyadri Sunbird;Passeriformes;Nectariniidae;Least Concern;1;15;15;not a migrant;1;Stable;2;192000;4.2;1.58113883;2.738612788;0;0;0;0;0;1;0
Afrotis afraoides;Northern Black Bustard;Otidiformes;Otididae;Least Concern;1;50;50;not a migrant;1;Stable;2;2220000;10.3;1.58113883;3.4278273;0;0;1;0;0;0;0
Agapornis canus;Grey-headed Lovebird;Psittaciformes;Psittacidae;Least Concern;1;13;15;not a migrant;1;Stable;2;689000;5.1;1.58113883;2.738612788;0;0;1;0;0;0;0
Agapornis fischeri;Fischer's Lovebird;Psittaciformes;Psittacidae;Near Threatened;2;15;15;not a migrant;1;Decreasing;1;306000;5.1;3.605551275;4;0;0;1;0;0;0;0
Agapornis lilianae;Nyasa Lovebird;Psittaciformes;Psittacidae;Near Threatened;2;14;14;not a migrant;1;Decreasing;1;533000;5.1;1.154700538;3.4278273;0;0;1;0;0;0;0
Agapornis nigrigenis;Black-cheeked Lovebird;Psittaciformes;Psittacidae;Vulnerable;3;14;14;not a migrant;1;Decreasing;1;17500;5.1;1.58113883;4;0;0;1;0;0;0;0
Agapornis personatus;Yellow-collared Lovebird;Psittaciformes;Psittacidae;Least Concern;1;13;15;not a migrant;1;Stable;2;224000;5.1;1.58113883;7.071067812;0;0;1;0;0;0;0
Agapornis pullarius;Red-headed Lovebird;Psittaciformes;Psittacidae;Least Concern;1;13;15;full migrant;3;Decreasing;1;8360000;5.1;1.58113883;3.4278273;0;0;1;0;0;0;0
Agapornis roseicollis;Rosy-faced Lovebird;Psittaciformes;Psittacidae;Least Concern;1;15;18;not a migrant;1;Decreasing;1;774000;5.1;1.914854216;4;0;0;1;0;0;0;0
Agapornis swindernianus;Black-collared Lovebird;Psittaciformes;Psittacidae;Least Concern;1;13;13;not a migrant;1;Stable;2;3020000;5.1;1.154700538;4.949747468;0;0;1;0;0;0;0
Agapornis taranta;Black-winged Lovebird;Psittaciformes;Psittacidae;Least Concern;1;16;16;not a migrant;1;Increasing;3;572000;5.1;1.58113883;3.4278273;0;0;1;0;0;0;0
Agelaioides badius;Greyish Baywing;Passeriformes;Icteridae;Least Concern;1;18.6;18.6;not a migrant;1;Stable;2;5180000;4.6;0.866025404;2.738612788;0;0;0;1;0;0;0
Agelaioides fringillarius;Pale Baywing;Passeriformes;Icteridae;Least Concern;1;17.5;17.5;not a migrant;1;Stable;2;1170000;4.6;1.58113883;3.033150178;0;0;0;1;0;0;0
Agelaius assimilis;Red-shouldered Blackbird;Passeriformes;Icteridae;Least Concern;1;22;23;not a migrant;1;Stable;2;48600;6;0.632455532;3.4278273;0;0;0;1;0;0;0
Agelaius humeralis;Tawny-shouldered Blackbird;Passeriformes;Icteridae;Least Concern;1;19;22;not a migrant;1;Stable;2;249000;6;0.40824829;3.4278273;1;0;0;1;0;0;0
Agelaius phoeniceus;Red-winged Blackbird;Passeriformes;Icteridae;Least Concern;1;22.7;22.7;not a migrant;1;Decreasing;1;25800000;6.2;1.58113883;4;1;0;0;1;0;0;0
Agelaius tricolor;Tricolored Blackbird;Passeriformes;Icteridae;Endangered;4;22.3;22.3;not a migrant;1;Decreasing;1;692000;5.9;1.58113883;4.949747468;1;0;0;0;0;0;0
Agelaius xanthomus;Yellow-shouldered Blackbird;Passeriformes;Icteridae;Endangered;4;20;23;not a migrant;1;Decreasing;1;9000;6;1.341640786;3.4278273;0;0;0;1;0;0;0
Agelastes meleagrides;White-breasted Guineafowl;Galliformes;Numididae;Vulnerable;3;40;45;not a migrant;1;Decreasing;1;191000;3.9;1.154700538;4;0;0;1;0;0;0;0
Agelastes niger;Black Guineafowl;Galliformes;Numididae;Least Concern;1;40;43;not a migrant;1;Decreasing;1;2180000;3.9;0.745355992;4.949747468;0;0;1;0;0;0;0
Agelasticus cyanopus;Unicolored Blackbird;Passeriformes;Icteridae;Least Concern;1;18;21;full migrant;3;Stable;2;8130000;4.6;0.866025404;7.071067812;0;0;0;1;0;0;0
Agelasticus xanthophthalmus;Pale-eyed Blackbird;Passeriformes;Icteridae;Least Concern;1;20.5;20.5;not a migrant;1;Stable;2;539000;4.6;1.914854216;7.071067812;0;0;0;1;0;0;0
Aglaeactis aliciae;Purple-backed Sunbeam;Caprimulgiformes;Trochilidae;Endangered;4;12;13;not a migrant;1;Decreasing;1;800;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Aglaeactis castelnaudii;White-tufted Sunbeam;Caprimulgiformes;Trochilidae;Near Threatened;2;12;12;not a migrant;1;Decreasing;1;94300;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Aglaeactis cupripennis;Shining Sunbeam;Caprimulgiformes;Trochilidae;Least Concern;1;12;13;altitudinal migrant;2;Stable;2;1540000;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Aglaeactis pamela;Black-hooded Sunbeam;Caprimulgiformes;Trochilidae;Least Concern;1;13;13;altitudinal migrant;2;Stable;2;16800;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Aglaiocercus berlepschi;Venezuelan Sylph;Caprimulgiformes;Trochilidae;Endangered;4;9.5;11;not a migrant;1;Decreasing;1;4200;4.2;3.605551275;4.949747468;0;0;0;1;0;0;0
Aglaiocercus coelestis;Violet-tailed Sylph;Caprimulgiformes;Trochilidae;Least Concern;1;9.5;9.7;not a migrant;1;Stable;2;73000;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Aglaiocercus kingii;Long-tailed Sylph;Caprimulgiformes;Trochilidae;Least Concern;1;9.7;11.7;altitudinal migrant;2;Decreasing;1;3700000;4.2;1.914854216;3.033150178;0;0;0;1;0;0;0
Agraphospiza rubescens;Blanford's Rosefinch;Passeriformes;Fringillidae;Least Concern;1;13;15;altitudinal migrant;2;Stable;2;1720000;4.1;1.58113883;7.071067812;0;1;0;0;1;0;0
Agriornis albicauda;White-tailed Shrike-tyrant;Passeriformes;Tyrannidae;Vulnerable;3;25;28;not a migrant;1;Decreasing;1;1980000;3.6;1.914854216;3.033150178;0;0;0;1;0;0;0
Agriornis lividus;Great Shrike-tyrant;Passeriformes;Tyrannidae;Least Concern;1;26;28;full migrant;3;Stable;2;1170000;3.6;1.914854216;4.949747468;0;0;0;1;0;0;0
Agriornis micropterus;Grey-bellied Shrike-tyrant;Passeriformes;Tyrannidae;Least Concern;1;23;24.5;full migrant;3;Stable;2;2570000;3.6;1.914854216;2.738612788;0;0;0;1;0;0;0
Agriornis montanus;Black-billed Shrike-tyrant;Passeriformes;Tyrannidae;Least Concern;1;23;24;full migrant;3;Stable;2;5560000;3.6;1.914854216;2.507132682;0;0;0;1;0;0;0
Ailuroedus buccoides;White-eared Catbird;Passeriformes;Ptilonorhynchidae;Least Concern;1;24.5;24.5;not a migrant;1;Stable;2;1030000;8;1.154700538;7.071067812;0;0;0;0;0;1;1
Ailuroedus crassirostris;Green Catbird;Passeriformes;Ptilonorhynchidae;Least Concern;1;31;31;not a migrant;1;Decreasing;1;334000;8;1;3.4278273;0;0;0;0;0;1;1
Ailuroedus melanotis;Black-eared Catbird;Passeriformes;Ptilonorhynchidae;Least Concern;1;29;29;not a migrant;1;Stable;2;2140000;8;1;4;0;0;0;0;0;1;1
Aimophila notosticta;Oaxaca Sparrow;Passeriformes;Passerellidae;Least Concern;1;15;16.5;not a migrant;1;Decreasing;1;44100;3.7;1.154700538;4.949747468;0;0;0;1;0;0;0
Aimophila rufescens;Rusty Sparrow;Passeriformes;Passerellidae;Least Concern;1;16.5;20;not a migrant;1;Stable;2;2040000;3.7;1.154700538;3.4278273;1;0;0;1;0;0;0
Aimophila ruficeps;Rufous-crowned Sparrow;Passeriformes;Passerellidae;Least Concern;1;13.5;15;not a migrant;1;Decreasing;1;4800000;3.7;0.866025404;4;1;0;0;1;0;0;0
Aix galericulata;Mandarin Duck;Anseriformes;Anatidae;Least Concern;1;41;51;full migrant;3;Decreasing;1;5520000;7.4;1.154700538;3.4278273;0;1;0;0;1;0;0
Aix sponsa;Wood Duck;Anseriformes;Anatidae;Least Concern;1;43;54;full migrant;3;Increasing;3;15500000;7.4;1.154700538;3.4278273;1;0;0;1;0;0;0
Akletos goeldii;Goeldi's Antbird;Passeriformes;Thamnophilidae;Least Concern;1;17;17;not a migrant;1;Stable;2;344000;4.8;2.449489743;4;0;0;0;1;0;0;0
Akletos melanoceps;White-shouldered Antbird;Passeriformes;Thamnophilidae;Least Concern;1;17;17;not a migrant;1;Decreasing;1;1360000;4.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Alaemon alaudipes;Greater Hoopoe-lark;Passeriformes;Alaudidae;Least Concern;1;3;3.5;not a migrant;1;Decreasing;1;21600000;3.7;1;4;0;1;1;0;1;0;0
Alaemon hamertoni;Lesser Hoopoe-lark;Passeriformes;Alaudidae;Least Concern;1;17;21;not a migrant;1;Stable;2;460000;3.7;2.449489743;7.071067812;0;0;1;0;0;0;0
Alauda arvensis;Eurasian Skylark;Passeriformes;Alaudidae;Least Concern;1;16;19;full migrant;3;Decreasing;1;136000000;4.3;1.154700538;1.709700829;0;1;0;0;1;0;0
Alauda gulgula;Oriental Skylark;Passeriformes;Alaudidae;Least Concern;1;15.5;18;full migrant;3;Decreasing;1;24000000;4.7;1.58113883;2.318404624;0;1;0;0;1;0;0
Alauda leucoptera;White-winged Lark;Passeriformes;Alaudidae;Least Concern;1;18;18;full migrant;3;Decreasing;1;3950000;3.8;1.58113883;4;0;1;0;0;0;0;0
Alauda razae;Raso Lark;Passeriformes;Alaudidae;Critically Endangered;5;12;13;not a migrant;1;Stable;2;4;6;1.154700538;3.4278273;0;1;1;0;0;0;0
Alca torda;Razorbill;Charadriiformes;Alcidae;Near Threatened;2;37;39;full migrant;3;Decreasing;1;17000000;13.6;1.914854216;1.802775638;1;1;0;0;0;0;0
Alcedo coerulescens;Cerulean Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;13;13;not a migrant;1;Stable;2;646000;4.4;1.58113883;2.318404624;0;0;0;0;1;0;1
Alcedo euryzona;Javan Blue-banded Kingfisher;Coraciiformes;Alcedinidae;Critically Endangered;5;20;20;not a migrant;1;Decreasing;1;173000;4.5;1.58113883;3.4278273;0;0;0;0;0;0;0
Alcedo hercules;Blyth's Kingfisher;Coraciiformes;Alcedinidae;Near Threatened;2;22;23;not a migrant;1;Decreasing;1;2460000;4.4;1.58113883;4.949747468;0;1;0;0;1;0;0
Alcedo meninting;Blue-eared Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;15.5;17;not a migrant;1;Decreasing;1;14400000;4.4;1.58113883;2.738612788;0;1;0;0;1;0;1
Alcedo peninsulae;Malay Blue-banded Kingfisher;Coraciiformes;Alcedinidae;Near Threatened;2;20;20.5;not a migrant;1;Decreasing;1;4040000;4.5;1.58113883;3.4278273;0;0;0;0;1;0;0
Alcedo quadribrachys;Shining-blue Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;16;16;not a migrant;1;Stable;2;8120000;4.4;1.914854216;1.354006401;0;0;1;0;0;0;0
Alcedo semitorquata;Half-collared Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;18;18;not a migrant;1;Decreasing;1;10500000;4.4;1.58113883;2.024845673;0;0;1;0;0;0;0
Alcippe brunneicauda;Brown Fulvetta;Passeriformes;Leiotrichidae;Near Threatened;2;14.5;15;not a migrant;1;Decreasing;1;2800000;3.8;1.58113883;4;0;0;0;0;1;0;0
Alcippe nipalensis;Nepal Fulvetta;Passeriformes;Leiotrichidae;Least Concern;1;12.5;13;not a migrant;1;Decreasing;1;1050000;3.8;1.154700538;4;0;1;0;0;1;0;0
Alcippe peracensis;Mountain Fulvetta;Passeriformes;Leiotrichidae;Least Concern;1;14;15.5;not a migrant;1;Decreasing;1;621000;3.8;2.449489743;7.071067812;0;0;0;0;1;0;0
Alcippe poioicephala;Brown-cheeked Fulvetta;Passeriformes;Leiotrichidae;Least Concern;1;16.5;16.5;not a migrant;1;Decreasing;1;6590000;3.8;1.58113883;3.033150178;0;1;0;0;1;0;0
Alcippe pyrrhoptera;Javan Fulvetta;Passeriformes;Leiotrichidae;Least Concern;1;14.5;15;not a migrant;1;Decreasing;1;34700;3.8;2.449489743;4.949747468;0;0;0;0;1;0;0
Aleadryas rufinucha;Rufous-naped Bellbird;Passeriformes;Oreoicidae;Least Concern;1;16.5;18;not a migrant;1;Stable;2;697000;6.7;1.58113883;4.949747468;0;0;0;0;0;1;1
Alectoris barbara;Barbary Partridge;Galliformes;Phasianidae;Least Concern;1;34;38;not a migrant;1;Decreasing;1;4930000;3.9;1;3.4278273;0;1;0;0;0;0;0
Alectoris chukar;Chukar;Galliformes;Phasianidae;Least Concern;1;32;39;not a migrant;1;Stable;2;19300000;3.9;1;4.949747468;1;1;0;0;1;0;0
Alectoris graeca;Rock Partridge;Galliformes;Phasianidae;Near Threatened;2;32;37;altitudinal migrant;2;Decreasing;1;1420000;3.9;1;4.949747468;0;1;0;0;0;0;0
Alectoris magna;Przevalski's Partridge;Galliformes;Phasianidae;Least Concern;1;36;38;altitudinal migrant;2;Decreasing;1;676000;3.9;1.154700538;4.949747468;0;1;0;0;0;0;0
Alectoris melanocephala;Arabian Partridge;Galliformes;Phasianidae;Least Concern;1;39;43;not a migrant;1;Stable;2;1940000;3.9;1.154700538;3.033150178;0;1;0;0;0;0;0
Alectoris philbyi;Philby's Partridge;Galliformes;Phasianidae;Least Concern;1;33;36;not a migrant;1;Stable;2;104000;3.9;1.154700538;4;0;1;0;0;0;0;0
Alectoris rufa;Red-legged Partridge;Galliformes;Phasianidae;Least Concern;1;34;38;not a migrant;1;Decreasing;1;1710000;3.9;1.58113883;3.033150178;0;1;0;0;0;0;0
Alectroenas pulcherrimus;Seychelles Blue-pigeon;Columbiformes; Columbidae;Least Concern;1;24;24;not a migrant;1;Decreasing;1;7300;6.6;1.154700538;4.949747468;0;0;1;0;0;0;0
Alectroenas sganzini;Comoro Blue-pigeon;Columbiformes; Columbidae;Near Threatened;2;27;27;not a migrant;1;Decreasing;1;69600;6.6;1.58113883;4;0;0;1;0;0;0;0
Alectrurus risora;Strange-tailed Tyrant;Passeriformes;Tyrannidae;Vulnerable;3;20;20;full migrant;3;Decreasing;1;132000;3.6;2.449489743;3.4278273;0;0;0;1;0;0;0
Alectrurus tricolor;Cock-tailed Tyrant;Passeriformes;Tyrannidae;Vulnerable;3;19;19;full migrant;3;Decreasing;1;2790000;3.6;2.449489743;4;0;0;0;1;0;0;0
Alethe diademata;White-tailed Alethe;Passeriformes;Muscicapidae;Least Concern;1;18;18;not a migrant;1;Decreasing;1;775000;6.5;1.58113883;7.071067812;0;0;1;0;0;0;0
Alipiopsitta xanthops;Yellow-faced Amazon;Psittaciformes;Psittacidae;Near Threatened;2;27;27;nomadic;4;Decreasing;1;2700000;6.9;1.154700538;4.949747468;0;0;0;1;0;0;0
Alisterus amboinensis;Moluccan King-parrot;Psittaciformes;Psittacidae;Least Concern;1;35;35;not a migrant;1;Decreasing;1;624000;8.8;1.154700538;4;0;0;0;0;0;0;1
Alisterus chloropterus;Papuan King-parrot;Psittaciformes;Psittacidae;Least Concern;1;36;36;not a migrant;1;Stable;2;655000;8.8;1.58113883;4.949747468;0;0;0;0;0;1;1
Alisterus scapularis;Australian King-parrot;Psittaciformes;Psittacidae;Least Concern;1;42;43;altitudinal migrant;2;Decreasing;1;1830000;8.8;0.866025404;2.160246899;0;0;0;0;0;1;1
Alle alle;Little Auk;Charadriiformes;Alcidae;Least Concern;1;17;19;full migrant;3;Decreasing;1;9130000;15;1.58113883;1.802775638;1;1;0;1;0;0;0
Alopecoenas beccarii;Western Bronze Ground-dove;Columbiformes;Columbidae;Least Concern;1;18;20;not a migrant;1;Stable;2;680000;6.6;1.154700538;4.949747468;0;0;0;0;0;1;0
Alopecoenas hoedtii;Wetar Ground-dove;Columbiformes;Columbidae;Endangered;4;27;27;not a migrant;1;Decreasing;1;55300;6.6;1.58113883;4.949747468;0;0;0;0;0;0;1
Alopecoenas jobiensis;White-breasted Ground-dove;Columbiformes;Columbidae;Least Concern;1;24;25;nomadic;4;Stable;2;1930000;6.6;1.154700538;3.4278273;0;0;0;0;0;1;1
Alopecoenas kubaryi;Caroline Ground-dove;Columbiformes;Columbidae;Vulnerable;3;28;28;not a migrant;1;Decreasing;1;15100;6.6;1.58113883;3.033150178;0;0;0;0;0;1;1
Alopecoenas rubescens;Marquesas Ground-dove;Columbiformes;Columbidae;Endangered;4;20;20;not a migrant;1;Stable;2;900;6.6;1.58113883;4.949747468;0;0;0;0;0;1;1
Alopecoenas sanctaecrucis;Santa Cruz Ground-dove;Columbiformes;Columbidae;Endangered;4;22;25;not a migrant;1;Decreasing;1;1700;6.6;1.154700538;4.949747468;0;0;0;0;0;1;1
Alopecoenas stairi;Shy Ground-dove;Columbiformes;Columbidae;Vulnerable;3;25;26;not a migrant;1;Decreasing;1;731000;6.6;0.866025404;7.071067812;0;0;0;0;0;1;1
Alopecoenas xanthonurus;White-throated Ground-dove;Columbiformes;Columbidae;Near Threatened;2;25;26;not a migrant;1;Decreasing;1;355000;6.6;1.341640786;3.4278273;0;0;0;0;0;1;1
Alopochelidon fucata;Tawny-headed Swallow;Passeriformes;Hirundinidae;Least Concern;1;12;13;full migrant;3;Stable;2;9350000;4.1;3.605551275;2.738612788;0;0;0;1;0;0;0
