scientificName,synth_col,redlistCategory,Migratory status,single_island_endemic,Eradication.ID,Status (Eradication),seasonal,Island.Name,Archipelago,Region,Country,geom,Rodent_attributed_final
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1873,Successful (Reinvaded),2,Little Rat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0992937|-35.20475981,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,235,Successful,2,Lundy,Bristol Channel,Atlantic Ocean - North,United Kingdom,-4.66958038|51.17794887,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1859,Successful,2,Mahenotiti,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2479817|-35.22754213,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,2326,Successful,2,Malban,Sept les Archipelago,Atlantic Ocean - North,France,-3.465167138|48.89188715,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,466,Successful,2,Maria,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0058469|-36.70914809,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,73,Successful,2,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187|-35.7841762,Rattus norvegicus
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,73,Successful,1,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187|-35.7841762,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,73,Successful,1,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187|-35.7841762,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,73,Successful,1,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187|-35.7841762,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,73,Successful,1,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187|-35.7841762,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,73,Successful,1,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187|-35.7841762,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,484,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus norvegicus
Cyanoramphus malherbi,No studies found,Critically Endangered,Not a Migrant,yes,484,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,484,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,484,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,247,Successful,2,Moines,Sept les Archipelago,Atlantic Ocean - North,France,-3.491644497|48.87863924,Rattus norvegicus
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,1105,Successful,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Hymenolaimus malacorhynchos,All studies are not in support,Endangered,Not a Migrant,no,1105,Successful,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,3217,In Progress,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Hymenolaimus malacorhynchos,All studies are not in support,Endangered,Not a Migrant,no,3217,In Progress,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1105,Successful,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,1105,Successful,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1105,Successful,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1105,Successful,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,3217,In Progress,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,3217,In Progress,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,3217,In Progress,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,3217,In Progress,1,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889|-38.07997516,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2692,Successful,2,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736|-35.3531485,Rattus norvegicus
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,2692,Successful,1,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736|-35.3531485,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2692,Successful,1,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736|-35.3531485,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2692,Successful,1,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736|-35.3531485,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,2692,Successful,1,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736|-35.3531485,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2692,Successful,1,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736|-35.3531485,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,454,Successful,1,Motu-o-Kura (Bare),Hawke's Bay,Pacific Ocean - South West,New Zealand,177.0273021|-39.83347025,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2183,Successful,2,Motuarohia,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1657474|-35.233027,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2903,In Progress,2,Motuarohia,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1657474|-35.233027,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,295,Successful,2,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439|-36.68910099,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,147,Successful (Reinvaded),2,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439|-36.68910099,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,294,Successful (Reinvaded),2,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439|-36.68910099,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,487,Successful (Reinvaded),2,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439|-36.68910099,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,829,Successful (Reinvaded),2,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439|-36.68910099,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,830,Successful (Reinvaded),2,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439|-36.68910099,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,863,Successful (Reinvaded),2,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439|-36.68910099,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,442,Successful,2,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2714,Successful,2,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,8,Unknown,2,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,442,Successful,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2714,Successful,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,442,Successful,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2714,Successful,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,442,Successful,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2714,Successful,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,8,Unknown,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,8,Unknown,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,8,Unknown,1,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854|-36.8124031,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1870,Successful,2,Motungarara (Cliff Rock),Bay of Islands (Okahu Island),Pacific Ocean - South West,New Zealand,174.2044992|-35.20296911,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1877,Successful,2,Motuoi,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.1819477|-35.21909192,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,406,Successful,2,Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099|-36.42229159,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,152,Successful (Reinvaded),2,Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099|-36.42229159,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,406,Successful,3,Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099|-36.42229159,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,152,Successful (Reinvaded),3,Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099|-36.42229159,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,390,Successful (Reinvaded),2,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2218,Successful (Reinvaded),2,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,390,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2218,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,390,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2218,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,390,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2218,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1841,Successful,2,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1841,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1841,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1841,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1231,Successful,2,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2471,Successful,2,Motutapu,Bay of Islands,Pacific Ocean - South West,New Zealand,174.0179199|-35.19288021,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1231,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1231,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1231,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1848,Successful,2,Motutara,Bay of Islands (Motukiekie),Pacific Ocean - South West,New Zealand,174.1950463|-35.21439622,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1208,Successful,2,Motuterahiki,Bay of Islands,Pacific Ocean - South West,New Zealand,174.0952508|-35.18530024,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1205,Successful (Reinvaded),2,Mouse,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1032424|-35.20337348,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,414,Successful,1,Moutohora,Bay of Plenty,Pacific Ocean - South West,New Zealand,176.9730937|-37.85510639,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,414,Successful,1,Moutohora,Bay of Plenty,Pacific Ocean - South West,New Zealand,176.9730937|-37.85510639,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2274,Successful (Reinvaded),2,NE Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1127129|-35.20350583,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2272,Successful (Reinvaded),2,NW Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1108509|-35.2029227,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2911,Successful (Reinvaded),1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2913,In Progress,1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1879,Successful,2,Ngatokaparangi 1,Bay of Islands (Motukiekie),Pacific Ocean - South West,New Zealand,174.2086656|-35.22244456,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1880,Successful,2,Ngatokaparangi 2,Bay of Islands (Motukiekie),Pacific Ocean - South West,New Zealand,174.2110907|-35.22250802,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1881,Successful,2,Ngatokaparangi 3,Bay of Islands (Motukiekie),Pacific Ocean - South West,New Zealand,174.2080844|-35.2234912,Rattus norvegicus
Megapodius laperouse,All studies are not in support,Near Threatened,Not a Migrant,no,2687,Successful,1,Ngerebelas,Kayangel Atoll,Pacific Ocean - North West,Palau,134.69963|8.042511082,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,57,Successful,1,North East,Falkland Islands (North East Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.36856044|-52.00660522,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,57,Successful,2,North East,Falkland Islands (North East Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.36856044|-52.00660522,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,57,Successful,2,North East,Falkland Islands (North East Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.36856044|-52.00660522,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,3101,Trial or Research only,2,North Rocks,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7975933|51.82731695,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,3101,Trial or Research only,3,North Rocks,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7975933|51.82731695,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,3093,Trial or Research only,2,North-Western Chain,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8239477|51.81462733,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,3093,Trial or Research only,3,North-Western Chain,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8239477|51.81462733,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1161,Successful (Reinvaded),2,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus norvegicus
Hymenolaimus malacorhynchos,All studies are not in support,Endangered,Not a Migrant,no,1161,Successful (Reinvaded),1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1161,Successful (Reinvaded),1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,1161,Successful (Reinvaded),1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1161,Successful (Reinvaded),1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1161,Successful (Reinvaded),1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1852,Successful,2,Okahu,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2091029|-35.19850051,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,292,Successful,2,Otata (Otatou),Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9751315|-36.69569515,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,148,Successful (Reinvaded),2,Otata (Otatou),Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9751315|-36.69569515,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,293,Successful (Reinvaded),2,Otata (Otatou),Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9751315|-36.69569515,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,441,Successful (Reinvaded),2,Otata (Otatou),Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9751315|-36.69569515,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,488,Successful (Reinvaded),2,Otata (Otatou),Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9751315|-36.69569515,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2264,Successful (Reinvaded),2,Outer Little Rat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0957646|-35.20011152,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,47,Successful,1,Outer North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.21201224|-51.58782479,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,52,Successful (Reinvaded),1,Outer North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.21201224|-51.58782479,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1274,Successful (Reinvaded),1,Outer North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.21201224|-51.58782479,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,47,Successful,2,Outer North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.21201224|-51.58782479,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,52,Successful (Reinvaded),2,Outer North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.21201224|-51.58782479,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1274,Successful (Reinvaded),2,Outer North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.21201224|-51.58782479,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2280,Successful (Reinvaded),2,Outer Stuck Anchor Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1130798|-35.21171792,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1885,Successful,2,Pakatahi,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.2000723|-35.23115647,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2694,Successful,2,Pakihi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.1610352|-36.91027199,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2694,Successful,1,Pakihi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.1610352|-36.91027199,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2694,Successful,1,Pakihi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.1610352|-36.91027199,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2694,Successful,1,Pakihi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.1610352|-36.91027199,Rattus norvegicus
Hymenolaimus malacorhynchos,All studies are not in support,Endangered,Not a Migrant,no,1104,Successful,1,Patiti (Banded),Lake Rotomahana,Pacific Ocean - South West,New Zealand,176.4459231|-38.26767285,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1104,Successful,1,Patiti (Banded),Lake Rotomahana,Pacific Ocean - South West,New Zealand,176.4459231|-38.26767285,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,1104,Successful,1,Patiti (Banded),Lake Rotomahana,Pacific Ocean - South West,New Zealand,176.4459231|-38.26767285,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1104,Successful,1,Patiti (Banded),Lake Rotomahana,Pacific Ocean - South West,New Zealand,176.4459231|-38.26767285,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1104,Successful,1,Patiti (Banded),Lake Rotomahana,Pacific Ocean - South West,New Zealand,176.4459231|-38.26767285,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1838,Successful (Reinvaded),1,Pearl,Stewart Islands,Pacific Ocean - South West,New Zealand,167.7073568|-47.19181788,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1871,Successful (Reinvaded),2,Phil's Hat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1062553|-35.20675354,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,255,Successful,2,Plate,Sept les Archipelago,Atlantic Ocean - North,France,-3.497948221|48.88291191,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1861,Successful,2,Poroporo,Bay of Islands,Pacific Ocean - South West,New Zealand,174.224338|-35.22900794,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,228,Successful,2,Puffin,null,Atlantic Ocean - North,United Kingdom,-4.02681091|53.31864642,Rattus norvegicus
