scientificName,Common_name,Original_rodent_attributed_IUCN,Rodent_attribution_source,Reported_study_rodent,Study_notes,Article_secondary_same_data,redlistCategory,Synonyms_or_previous_lump,Rodent_attributed_final,Study_rodent_final,Rodent_primary,Rodent_only_primary,Article,Study_ID,Evidence_category,Evidence_effect,Evidence_method,Predation_type,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Sample_size_greater_than_1,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Order,Mass,Bird_Type_Coarse,Nest_Site_Cat
Phoebetria fusca,Sooty Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Mus musculus,"""""""""In 2015, mice attacked large chicks of all three albatross species that fledge in autumn: grey-headed (Thalassarche chrysostoma Forster) (at least 102 wounded chicks; 4.6% of fledglings), sooty (n = 45, 4.3%) and light-mantled albatross (P. palpebrata Forster) (n = 1, 4%). Filming at night confirmed that mice were responsible for wounds.""""""""","",Endangered,"",Mus musculus,Mus musculus,0,0,"Dilley, B.J., Schoombie, S., Schoombie, J. and Ryan, P.G., 2016. ‘Scalping’of albatross fledglings by introduced mice spreads rapidly at Marion Island. Antarctic Science, 28(2), pp.73-80.",148,Predation,Predation,Predation,Chicks,1,4.3,0,,,"",,,Marion Island,-46.9125,37.743611,Procellariiformes,2553.67333333333,Seabirds,Cliff-face
Phoebetria fusca,Sooty Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Mus musculus,"""""""""We summarize evidence for mouse attacks on albatross chicks at sub-Antarctic Marion Island, where mice are also the only introduced mammal following the eradication of feral cats Felis catus in the early 1990s. Wounds consistent with mouse attacks have been found on wandering albatrosses Diomedea exulans since 2003 and dark-mantled sooty albatrosses Phoebetria fusca in 2009."""""""" """"""""However, in April 2009 localized attacks were recorded on dark-mantled sooty albatross chicks at Marion Island. Seven of 19 large chicks on two ledges of an inland cliff in the south-west of the island (Old Sea Cliffs, Toffee Lava) bore open wounds on the backs of their heads and/or necks (Fig. 2) similar to wounds observed on some Tristan albatross chicks on Gough Island""""""""","",Endangered,"",Mus musculus,Mus musculus,0,0,"Jones, M.G.W. and Ryan, P.G., 2010. Evidence of mouse attacks on albatross chicks on sub-Antarctic Marion Island. Antarctic Science, 22(1), pp.39-42.",149,Predation,Predation,Predation,Chicks,1,,0,,,"",,,Marion Island,-46.9125,37.743611,Procellariiformes,2553.67333333333,Seabirds,Cliff-face
Phoebetria fusca,Sooty Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Procellariiformes,2553.67333333333,Seabirds,Cliff-face
Phoebetria fusca,Sooty Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus rattus,No difference in number of Sooty Albatross breeding pairs before and after rat eradication (Table 2),"",Endangered,"",Rattus rattus,Rattus rattus,0,0,"Barbraud, C., Delord, K., Le Bouard, F., Harivel, R., Demay, J., Chaigne, A. and Micol, T., 2021. Seabird population changes following mammal eradication at oceanic Saint-Paul Island, Indian Ocean. Journal for Nature Conservation, 63, p.126049.",147,Population,Abundance,Timing,"",0,,0,,,"",,,Saint-Paul Island,57.1208,-170.283,Procellariiformes,2553.67333333333,Seabirds,Cliff-face
Phoebetria palpebrata,Light-mantled Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Mus musculus,"""""""""In 2015, mice attacked large chicks of all three albatross species that fledge in autumn: grey-headed (Thalassarche chrysostoma Forster) (at least 102 wounded chicks; 4.6% of fledglings), sooty (n = 45, 4.3%) and light-mantled albatross (P. palpebrata Forster) (n = 1, 4%). Filming at night confirmed that mice were responsible for wounds.""""""""","",Near Threatened,"",Mus musculus,Mus musculus,0,0,"Dilley, B.J., Schoombie, S., Schoombie, J. and Ryan, P.G., 2016. ‘Scalping’of albatross fledglings by introduced mice spreads rapidly at Marion Island. Antarctic Science, 28(2), pp.73-80.",150,Predation,Predation,Predation,Chicks,1,4,0,,,"",,,Marion Island,-46.9125,37.743611,Procellariiformes,3150,Seabirds,Cliff-face
Phoebetria palpebrata,Light-mantled Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Procellariiformes,3150,Seabirds,Cliff-face
Phoebetria palpebrata,Light-mantled Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Procellariiformes,3150,Seabirds,Cliff-face
Phylloscopus amoenus,Kolombangara Leaf-warbler,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,10.52,Landbirds,
Phylloscopus amoenus,Kolombangara Leaf-warbler,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,10.52,Landbirds,
Ploceus grandis,Giant Weaver,Rattus rattus,Rodent attribution from IUCN.,,,,Near Threatened,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,63.4866666666667,Landbirds,
Pomarea dimidiata,Rarotonga Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""nesting success was significantly better where we poisoned rats"""""""" In the Chan study Fig. 2 shows that Kakerori population size on Rarotonga increased between 1987 and 2007 to around 300 birds; the IUCN now lists them as 500 (including an introduced population)","Chan, C.H., Robertson, H.A., Saul, E.K., Nia, L.V., Luong, V.P., Kong, X., Zhao, Y. and Chambers, G.K., 2011. Genetic variation in the kakerori (Pomarea dimidiata), an endangered endemic bird successfully recovering in the Cook Islands. Conservation Genetics, 12, pp.441-447; BirdLife International. 2018. Pomarea dimidiata. The IUCN Red List of Threatened Species 2018: e.T22707172A132072143. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22707172A132072143.en. Accessed on 14 December 2023.",Vulnerable,"",Rattus rattus,Rattus rattus,1,1,"Robertson, H.A., Hay, J.R., Saul, E.K. and Mccormack, G.V., 1994. Recovery of the kakerori: an endangered forest bird of the Cook Islands. Conservation Biology, 8(4), pp.1078-1086.",80,Lethal program,Reproductive success,Temporal,"",1,,0,,,"",,,Rarotonga,-21.2292,-159.7763,Passeriformes,23,Landbirds,Vegetation
Pomarea fluxa,Eiao Monarch,"Rattus exulans, Rattus rattus",Rodent attribution from IUCN.,"Rattus exulans, Rattus rattus","""""""""Introduced predators including feral cats, Polynesian rat Rattus exulans and possibly black rat R. rattus were present on the island at the time of the species's demise, and may have contributed to declines""""""""","",Extinct,"",Rattus exulans,Rattus exulans,1,1,BirdLife International. 2016. Pomarea fluxa. The IUCN Red List of Threatened Species 2016: e.T22732926A95051671. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22732926A95051671.en. Accessed on 16 November 2023.,32,Population,Abundance,Timing,"",1,,0,,,"",,,Marquesas Islands,-9.7812,-139.0817,Passeriformes,28.9647058823529,Landbirds,
Pomarea fluxa,Eiao Monarch,"Rattus exulans, Rattus rattus",Rodent attribution from IUCN.,"Rattus exulans, Rattus rattus","""""""""Introduced predators including feral cats, Polynesian rat Rattus exulans and possibly black rat R. rattus were present on the island at the time of the species's demise, and may have contributed to declines""""""""","",Extinct,"",Rattus rattus,Rattus rattus,1,1,BirdLife International. 2016. Pomarea fluxa. The IUCN Red List of Threatened Species 2016: e.T22732926A95051671. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22732926A95051671.en. Accessed on 16 November 2023.,32,Population,Abundance,Timing,"",1,,0,,,"",,,Marquesas Islands,-9.7812,-139.0817,Passeriformes,28.9647058823529,Landbirds,
Pomarea mendozae,Marquesas Monarch,Rattus exulans,Rodent attribution from IUCN.,,,,Endangered,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,29.6,Landbirds,Vegetation
Pomarea mira,Ua Pou Monarch,Rattus rattus,Rodent attribution from IUCN.,,,,Critically Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,29.6,Landbirds,Vegetation
Pomarea nigra,Tahiti Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"Table 2, Tahiti monarch co-occurred with black rats since the 19th century","",Critically Endangered,"",Rattus rattus,Rattus rattus,1,1,"Thibault, J.C., Martin, J.L., Penloup, A. and Meyer, J.Y., 2002. Understanding the decline and extinction of monarchs (Aves) in Polynesian Islands. Biological conservation, 108(2), pp.161-174.",189,Population,Abundance,Timing,"",0,,0,,,"",,,Tahiti,-17.6509,-149.426,Passeriformes,25.4,Landbirds,Vegetation
Pomarea nigra,Tahiti Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Rat control campaigns involved two valleys in 1998, three in 1999, and four in 2000.""""""""... """"""""In 1999 and 2000, several transects of snap-traps were set before and 10 weeks after the start of the rat control campaign to establish the impact of the campaign on rodent density."""""""" """"""""According to the situation of each nest, the nesting tree and the surrounding trees were banded with a metal sleeve to prevent rats climbing to the nest. Except for a few nests in 1998 and nests which were not found, all nests were protected using this method."""""""" Study method unclear - there are """"""""protected"""""""" and """"""""unprotected"""""""" nests (Table 2) but all nests were banded to reduce rats climbing to nests (as quoted)","",Critically Endangered,"",Rattus rattus,Rattus rattus,1,1,"Blanvillain, C., Salducci, J.M., Tutururai, G. and Maeura, M., 2003. Impact of introduced birds on the recovery of the Tahiti Flycatcher (Pomarea nigra), a critically endangered forest bird of Tahiti. Biological conservation, 109(2), pp.197-205.",190,Population,Reproductive success,Spatiotemporal,"",1,,1,1,1,4,1,0,Tahiti,-17.6509,-149.426,Passeriformes,25.4,Landbirds,Vegetation
Pomarea nukuhivae,Nuku Hiva Monarch,Rattus rattus,Rodent attribution from IUCN.,,,,Extinct,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Passeriformes,28.9647058823529,Landbirds,
Pomarea whitneyi,Fatu Hiva Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"Table 2 and Figure 1 show population decline while internsive rat (and cat) control continued - """"""""Rat control started in 2007 in the monarch territories and has been undertaken throughout the year since 2009"""""""" """"""""Our initial assumption that controlling rats would improve breeding success, as observed for Tahiti and Rarotonga Monarchs, proved to be correct. However, in contrast to studies on the latter species, the improvement in breeding success for Fatu Hiva Monarch has not resulted in population increase. """""""" """"""""Our initial assumption that controlling rats would improve breeding success, as observed for Tahiti and Rarotonga Monarchs, proved to be correct. However, in contrast to studies on the latter species, the improvement in breeding success for Fatu Hiva Monarch has not resulted in population increase. """"""""","",Critically Endangered,"",Rattus rattus,Rattus rattus,1,1,"Ghestemme, T., Matohi, A., Blanvillain, C., Portier, E. and O’BRIEN, M.A.R.K., 2019. Catastrophic decline and subsequent conservation management of the Critically Endangered Fatu Hiva Monarch Pomarea whitneyi in the Marquesas Islands (French Polynesia). Bird Conservation International, 29(4), pp.598-615.",174,Lethal program,Abundance,Temporal,"",0,,0,,,"",,,Fatu Hiva,-10.4905,-138.6489,Passeriformes,42.5,Landbirds,Vegetation
Pomarea whitneyi,Fatu Hiva Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"Figure 4 - Number of 2 month old chicks increases over time with high intensity rat poisoning and cat killing + """"""""we made 16 observations of newly-discovered pairs prior to the establishment of rat control on these territories. These pairs showed no sign of active breeding (neither nest building, chick rearing nor fledgling observed). While this is a very small sample size, it suggests that, in absence of rat control, Fatu Hiva Monarch nesting success was low.""""""""","",Critically Endangered,"",Rattus rattus,Rattus rattus,1,1,"Ghestemme, T., Matohi, A., Blanvillain, C., Portier, E. and O’BRIEN, M.A.R.K., 2019. Catastrophic decline and subsequent conservation management of the Critically Endangered Fatu Hiva Monarch Pomarea whitneyi in the Marquesas Islands (French Polynesia). Bird Conservation International, 29(4), pp.598-615.",175,Lethal program,Reproductive success,Temporal,"",1,,0,,,"",,,Fatu Hiva,-10.4905,-138.6489,Passeriformes,42.5,Landbirds,Vegetation
Pomarea whitneyi,Fatu Hiva Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Rat predation is considered responsible for one chick death."""""""" + Table 4","",Critically Endangered,"",Rattus rattus,Rattus rattus,1,1,"Ghestemme, T., Matohi, A., Blanvillain, C., Portier, E. and O’BRIEN, M.A.R.K., 2019. Catastrophic decline and subsequent conservation management of the Critically Endangered Fatu Hiva Monarch Pomarea whitneyi in the Marquesas Islands (French Polynesia). Bird Conservation International, 29(4), pp.598-615.",176,Predation,Predation,Predation,Chicks,1,1.56,0,,,"",,,Fatu Hiva,-10.4905,-138.6489,Passeriformes,42.5,Landbirds,Vegetation
Pomarea whitneyi,Fatu Hiva Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"(inconclusive) """"""""On Fatuiva the proportion of pairs with young decreased significantly after the colonization of the island by rats: none of the 20 pairs observed in the latter period had young."""""""" This is based on Table 4 - in 1975 3 of 8 pairs had young, in 1998-2000 0 of 20 had young. Rats arrived in 2000. Unclear why 1998-1999 data is included here since rats are only known from 2000.","",Critically Endangered,"",Rattus rattus,Rattus rattus,1,1,"Thibault, J.C., Martin, J.L., Penloup, A. and Meyer, J.Y., 2002. Understanding the decline and extinction of monarchs (Aves) in Polynesian Islands. Biological Conservation, 108(2), pp.161-174.",177,Population,Reproductive success,Timing,"",1,,0,,,"",,,Fatu Hiva,-10.4905,-138.6489,Passeriformes,42.5,Landbirds,Vegetation
Pomarea whitneyi,Fatu Hiva Monarch,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"The species was listed Threatened ion 1988, and Vulnerable in 1994 and 1996. Black rats were recorded in 2000.","",Critically Endangered,"",Rattus rattus,Rattus rattus,1,1,BirdLife International. 2019. Pomarea whitneyi (amended version of 2018 assessment). The IUCN Red List of Threatened Species 2019: e.T22707192A155462058. https://dx.doi.org/10.2305/IUCN.UK.2019-3.RLTS.T22707192A155462058.en. Accessed on 11 January 2024.,178,Population,Abundance,Timing,"",0,,0,,,"",,,Fatu Hiva,-10.4905,-138.6489,Passeriformes,42.5,Landbirds,Vegetation
Porphyrio paepae,"","",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,"","",Rattus exulans,,,,,,,,,,,,,,,,,,,,,Gruiformes,741.955,Landbirds,
Porphyrio paepae,"","",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,"","",Rattus norvegicus,,,,,,,,,,,,,,,,,,,,,Gruiformes,741.955,Landbirds,
Porphyrio paepae,"","",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,"","",Rattus rattus,,,,,,,,,,,,,,,,,,,,,Gruiformes,741.955,Landbirds,
Procellaria aequinoctialis,White-chinned Petrel,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"Figure 1 - breeding success increased, (number of breeding pairs decreased) without obvious connection to poison baiting activities (low, high or none). Data on rat abundance is provided for 2 years without comparison to petrel numbers.","",Vulnerable,"",Rattus rattus,Rattus rattus,0,0,"Jouventin, P., Bried, J. and Micol, T., 2003. Insular bird populations can be saved from rats: a long-term experimental study of white-chinned petrels Procellaria aequinoctialis on Ile de la Possession (Crozet archipelago). Polar Biology, 26, pp.371-378.",116,Lethal program,Reproductive success,Temporal,"",0,,0,,,"",,,Ile de la Possession,-46.4269,51.7378,Procellariiformes,1213,Seabirds,Burrow
Procellaria aequinoctialis,White-chinned Petrel,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"Figure 1 - breeding success was higher in poisoned colony in 2 of 3 years (Table 3), (but the number of breeding pairs was higher) in non-poisoned colony in 1 of 3 years and appears similar in other 2 - no stats were provided. Data on rat abundance is provided for 2 years without comparison to petrel numbers. Thus, not defined as a spatiotemporal study.","",Vulnerable,"",Rattus rattus,Rattus rattus,0,0,"Jouventin, P., Bried, J. and Micol, T., 2003. Insular bird populations can be saved from rats: a long-term experimental study of white-chinned petrels Procellaria aequinoctialis on Ile de la Possession (Crozet archipelago). Polar Biology, 26, pp.371-378.",117,Lethal program,Reproductive success,Spatial,"",0,,0,,,"",,,Ile de la Possession,-46.4269,51.7378,Procellariiformes,1213,Seabirds,Burrow
