scientificName,Article,Article_secondary_same_data,Evidence_category,Evidence_effect,Evidence_method,Study_rodent_final,Exclude_row,Sample_size_greater_than_1,Predation_type,Sample_size_nests_monitored,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Study_notes,Study_ID,Reported_study_rodent,Study_rodent_notes,key
Pterodroma atrata,"Oppel, S., Lavers, J.L., Donaldson, A.H., Forrest, A.K., McClelland, G.T., Bond, A.L. and Brooke, M.D.L., 2017. Population status, breeding success and ecology of the Henderson Petrel after a failed rat eradication on Henderson Island. Emu-Austral Ornithology, 117(2), pp.151-159.","",Population,Reproductive success,Timing,Rattus exulans,,,"","",0,,0,,"",,,Henderson Island,-24.3744,-128.3271,"""""The higher nest survival in 2015, which is similar to nest survival estimates of other gadfly petrel populations persisting with Pacific rats (Rayner et al. 2007; Jones et al. 2015)...based on rat trapping in 2013 and 2015 which indicated that rat abundance had recovered to pre-eradication levels""""",162,Rattus exulans,,Pterodroma atrata_Rattus exulans
Pterodroma incerta,"Cuthbert, R., Sommer, E., Ryan, P., Cooper, J. and Hilton, G., 2004. Demography and conservation of the Tristan albatross Diomedea [exulans] dabbenena. Biological Conservation, 117(5), pp.471-481.","Cuthbert, R. and Hilton, G., 2004. Introduced house mice Mus musculus: a significant predator of threatened and endemic birds on Gough Island, South Atlantic Ocean?. Biological conservation, 117(5), pp.483-489.",Predation,Predation,Predation,Mus musculus,,,Chicks,"",1,,0,,"",,,Gough Island,-40.3186,-9.9353,"""""Wounds found on two live chicks and injuries found on Atlantic Pterodroma incerta petrel chicks strongly suggest that feral house mice Mus musculus are the most likely predator of Tristan albatross chicks (Cuthbert and Hilton, in press).""""",164,Mus musculus,,Pterodroma incerta_Mus musculus
Pterodroma incerta,"Wanless, R.M., Angel, A., Cuthbert, R.J., Hilton, G.M. and Ryan, P.G., 2007. Can predation by invasive mice drive seabird extinctions?. Biology letters, 3(3), pp.241-244.","",Predation,Predation,Predation,Mus musculus,,,Chicks,60,1,66,0,,"",,,Gough Island,-40.3186,-9.9353,"""""Mouse-induced mortality in 2004 was a significant cause of extremely poor breeding success for Tristan albatrosses, Diomedea dabbenena (0.27 fledglings/pair), and Atlantic petrels, Pterodroma incerta (0.33).""""",165,Mus musculus,,Pterodroma incerta_Mus musculus
Pterodroma incerta,"Wanless, R.M., Ratcliffe, N., Angel, A., Bowie, B.C., Cita, K., Hilton, G.M., Kritzinger, P., Ryan, P.G. and Slabber, M., 2012. Predation of Atlantic Petrel chicks by house mice on Gough Island. Animal Conservation, 15(5), pp.472-479.","",Predation,Predation,Predation,Mus musculus,,,Chicks,13,1,46,0,,"",,,Gough Island,-40.3186,-9.9353,"""""From October 2003 to September 2004, we video-recorded attacks by mice on six (of 13) live, healthy Atlantic Petrel chicks""""",166,Mus musculus,,Pterodroma incerta_Mus musculus
Pterodroma incerta,"Dilley, B.J., Davies, D., Bond, A.L. and Ryan, P.G., 2015. Effects of mouse predation on burrowing petrel chicks at Gough Island. Antarctic Science, 27(6), pp.543-553.","",Predation,Predation,Predation,Mus musculus,,,Chicks,7,1,100,0,,"",,,Gough Island,-40.3186,-9.9353,"""""All seven camera-monitored Atlantic petrel (Pterodroma incerta Schlegel) chicks were killed by mice within hours of hatching (average 7.2 ± 4.0 hours) with an 87% chick failure rate (n = 83 hatchlings)""""",167,Mus musculus,,Pterodroma incerta_Mus musculus
Ardenna grisea,"Miskelly, C.M., Bishop, C.R., Greene, T.C., Rickett, J.E.N.N.Y., Taylor, G.A. and Tennyson, A.J., 2020. Breeding petrels of Breaksea and Dusky Sounds, Fiordland; responses to three decades of predator control. Notornis, 67, pp.543-557.","",Population,Abundance,Timing,Rattus norvegicus,,,"","",1,,0,,"",,,Hāwea Island,-45.5913,166.6441,"""""Rat eradication is also expected to lead to increased colony size (and reduced clustering) of remnant petrel colonies that survived the presence of rats (Jones 2010; Buxton et al. 2016). This was most apparent on Hāwea Island, where the 40–100 sooty shearwater burrows estimated in April 1986 (G. Taylor pers. obs.) had increased more than 50-fold to an estimated 5,400 burrows in 2019. Population modelling indicates that this large increase over the 33 years since rat eradication could potentially have occurred with minimal immigration, provided productivity and survival rates were close to the maximum recorded for petrel populations in the absence of predation (c. 50% of eggs producing breeding adults recruiting to their natal population, with 90% of pairs persisting between years; authors’ unpubl. data).""""",170,Rattus norvegicus,,Ardenna grisea_Rattus norvegicus
Dendrocygna arborea,"Daltry, J.C., James, K.J., Andrea, O.T.T.O. and Toby, N., 2012. Evidence that eradicating black rats has boosted the recovery of rare reptiles and seabirds on Antiguan islands. Biodiversité Insulaire, 146.","",Population,Abundance,Temporal,Rattus rattus,,1,"","",0,,1,0,3,0,0,Antigua,17.0747,-61.8175,"Tables 2-4 """"Number of breeding pairs of birds recorded on [three island groups]"""" after rats were eradicated. There is no data on number of breeding pairs before eradication.",171,Rattus rattus,,Dendrocygna arborea_Rattus rattus
Pelecanoides whenuahouensis,"Holdaway, R.N., Jones, M.D. and Athfield, N.R.B., 2003. Establishment and extinction of a population of South Georgian diving petrel (Pelecanoides georgicus) at Mason Bay, Stewart Island, New Zealand, during the late Holocene. Journal of the Royal society of New Zealand, 33(3), pp.601-622.","",Population,Abundance,Timing,Rattus exulans,,,"","",1,,0,,"",,,Stewart Island,-47.0103,167.8272,"""""...statistical analysis… gave a 95% probability that the diving petrel colony was founded between 1338 and 1440 ad, lasted 40–310 years, and became extinct between 1475 and 1650 ad… analysis of five 14C AMS determinations on Pacific rat bone gelatin did not exclude the possibility that the Pacific rat arrived before the diving petrel colony was established. However, the enriched 513C of their bone gelatin suggests that the rats had a partially marine diet, and a terrestrial calibration procedure for their AMS ages was probably not appropriate""""",172,Rattus exulans,,Pelecanoides whenuahouensis_Rattus exulans
Pelecanoides whenuahouensis,"Fischer, J.H., Taylor, G.A., Cole, R., Debski, I., Armstrong, D.P. and Wittmer, H.U., 2020. Population growth estimates of a threatened seabird indicate necessity for additional management following invasive predator eradications. Animal Conservation, 23(1), pp.94-103.","",Population,Abundance,Timing,Rattus exulans,,,"","",0,,0,,"",,,Codfish Island,-46.7733,167.6321,"""""Both estimates of Nt and k (based on pd,t data informed all 11 experts) indicated that the WHDP population was slowly increasing before invasive predator eradications and still is slowly increasing after- wards….The lack of change between the pre- and post-eradication k and the low post-eradication k indicated that after the inva- sive predator eradications other factors remained that limit the WHDP population growth and that additional manage- ment is required."""" But see Figure 4",173,Rattus exulans,,Pelecanoides whenuahouensis_Rattus exulans
Pomarea whitneyi,"Ghestemme, T., Matohi, A., Blanvillain, C., Portier, E. and O’BRIEN, M.A.R.K., 2019. Catastrophic decline and subsequent conservation management of the Critically Endangered Fatu Hiva Monarch Pomarea whitneyi in the Marquesas Islands (French Polynesia). Bird Conservation International, 29(4), pp.598-615.","",Lethal program,Abundance,Temporal,Rattus rattus,,,"","",0,,0,,"",,,Fatu Hiva,-10.4905,-138.6489,"Table 2 and Figure 1 show population decline while internsive rat (and cat) control continued - """"Rat control started in 2007 in the monarch territories and has been undertaken throughout the year since 2009"""" """"Our initial assumption that controlling rats would improve breeding success, as observed for Tahiti and Rarotonga Monarchs, proved to be correct. However, in contrast to studies on the latter species, the improvement in breeding success for Fatu Hiva Monarch has not resulted in population increase. """" """"Our initial assumption that controlling rats would improve breeding success, as observed for Tahiti and Rarotonga Monarchs, proved to be correct. However, in contrast to studies on the latter species, the improvement in breeding success for Fatu Hiva Monarch has not resulted in population increase. """"",174,Rattus rattus,,Pomarea whitneyi_Rattus rattus
Pomarea whitneyi,"Ghestemme, T., Matohi, A., Blanvillain, C., Portier, E. and O’BRIEN, M.A.R.K., 2019. Catastrophic decline and subsequent conservation management of the Critically Endangered Fatu Hiva Monarch Pomarea whitneyi in the Marquesas Islands (French Polynesia). Bird Conservation International, 29(4), pp.598-615.","",Lethal program,Reproductive success,Temporal,Rattus rattus,,,"","",1,,0,,"",,,Fatu Hiva,-10.4905,-138.6489,"Figure 4 - Number of 2 month old chicks increases over time with high intensity rat poisoning and cat killing + """"we made 16 observations of newly-discovered pairs prior to the establishment of rat control on these territories. These pairs showed no sign of active breeding (neither nest building, chick rearing nor fledgling observed). While this is a very small sample size, it suggests that, in absence of rat control, Fatu Hiva Monarch nesting success was low.""""",175,Rattus rattus,,Pomarea whitneyi_Rattus rattus
Pomarea whitneyi,"Ghestemme, T., Matohi, A., Blanvillain, C., Portier, E. and O’BRIEN, M.A.R.K., 2019. Catastrophic decline and subsequent conservation management of the Critically Endangered Fatu Hiva Monarch Pomarea whitneyi in the Marquesas Islands (French Polynesia). Bird Conservation International, 29(4), pp.598-615.","",Predation,Predation,Predation,Rattus rattus,,,Chicks,64,1,1.56,0,,"",,,Fatu Hiva,-10.4905,-138.6489,"""""Rat predation is considered responsible for one chick death."""" + Table 4",176,Rattus rattus,,Pomarea whitneyi_Rattus rattus
Pomarea whitneyi,"Thibault, J.C., Martin, J.L., Penloup, A. and Meyer, J.Y., 2002. Understanding the decline and extinction of monarchs (Aves) in Polynesian Islands. Biological Conservation, 108(2), pp.161-174.","",Population,Reproductive success,Timing,Rattus rattus,,,"","",1,,0,,"",,,Fatu Hiva,-10.4905,-138.6489,"(inconclusive) """"On Fatuiva the proportion of pairs with young decreased significantly after the colonization of the island by rats: none of the 20 pairs observed in the latter period had young."""" This is based on Table 4 - in 1975 3 of 8 pairs had young, in 1998-2000 0 of 20 had young. Rats arrived in 2000. Unclear why 1998-1999 data is included here since rats are only known from 2000.",177,Rattus rattus,,Pomarea whitneyi_Rattus rattus
Pomarea whitneyi,BirdLife International. 2019. Pomarea whitneyi (amended version of 2018 assessment). The IUCN Red List of Threatened Species 2019: e.T22707192A155462058. https://dx.doi.org/10.2305/IUCN.UK.2019-3.RLTS.T22707192A155462058.en. Accessed on 11 January 2024.,"",Population,Abundance,Timing,Rattus rattus,,,"","",0,,0,,"",,,Fatu Hiva,-10.4905,-138.6489,"The species was listed Threatened ion 1988, and Vulnerable in 1994 and 1996. Black rats were recorded in 2000.",178,Rattus rattus,,Pomarea whitneyi_Rattus rattus
Ardenna carneipes,"Gaze, P., 2000. The response of a colony of sooty shearwater (Puffinus griseus) and flesh‐footed shearwater (P. carneipes) to the cessation of harvesting and the eradication of Norway rats (Rattus norvegicus). New Zealand Journal of Zoology, 27(4), pp.375-379.","",Population,Abundance,Timing,Rattus norvegicus,,,"","",0,,0,,"",,,Titi Island,-41.3912,174.5222,"""""The apparent decline of this breeding colony prompted the cessation of harvesting in 1960 and the eradication of Norway rats during the 1970s. An increase in the colony was expected, and there have been attempts to measure this by counting the number of active burrows...from 1987 to 1998. No change was detected over this period."""" """"The number of active shearwater burrows in each plot were counted (Table 1). Regression analysis indicated no significant trend in the number of active burrows over this period (R = 0.28, F = 2.33, DF =l,P=0.17).""""",179,Rattus norvegicus,,Ardenna carneipes_Rattus norvegicus
Ardenna carneipes,"Barbraud, C., Delord, K., Le Bouard, F., Harivel, R., Demay, J., Chaigne, A. and Micol, T., 2021. Seabird population changes following mammal eradication at oceanic Saint-Paul Island, Indian Ocean. Journal for Nature Conservation, 63, p.126049.","",Population,Abundance,Timing,Rattus rattus,,,"","",1,,0,,"",,,Saint-Paul Island,57.1208,-170.283,"Tables 2,3. """"Estimated from a total number of burrows with signs of occupation obtained from adaptive cluster sampling (i.e. 74) and entire sampling (i.e. 1928). Note that the [1985 pre-eradication] estimate does not account for burrow detection probability. λ estimated using the observed number of burrows in 2018 (1484, i.e. without correction for detection probability) was 1.03"""". Due to data discrepency and """"estimations"""" defined as no data.",180,Rattus rattus,,Ardenna carneipes_Rattus rattus
Callaeas cinereus,"Flux, I., Bradfield, P. and Innes, J., 2006. Breeding biology of North Island kokako (Callaeas cinerea wilsoni) at Mapara wildlife management reserve, King Country, New Zealand. Notornis, 53(2), p.199.","",Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks","",1,,0,,"",,,Mapara,-38.7425,175.6286,"Only abstract located online """"Predation of eggs and chicks by ship rats (Rattus rattus) and brush-tailed possums (Trichosurus vulpecula) was the main cause of nest failure, whereas deaths of nesting adult females mostly caused be stoats (Mustela erminea).""""",181,Rattus rattus,,Callaeas cinereus_Rattus rattus
Callaeas cinereus,"Innes, J., Hay, R., Flux, I., Bradfield, P., Speed, H. and Jansen, P., 1999. Successful recovery of North Island kokako Callaeas cinerea wilsoni populations, by adaptive management. Biological conservation, 87(2), pp.201-214.","",Population,Abundance,Spatiotemporal,Rattus rattus,,1,"","",1,,1,1,4 sites,1,0,Mapara,-38.7425,175.6286,"Fig 3,5,7,9",182,Rattus rattus,,Callaeas cinereus_Rattus rattus
Callaeas cinereus,"Innes, J., Hay, R., Flux, I., Bradfield, P., Speed, H. and Jansen, P., 1999. Successful recovery of North Island kokako Callaeas cinerea wilsoni populations, by adaptive management. Biological conservation, 87(2), pp.201-214.","",Predation,Predation,Predation,Rattus rattus,,,Unknown,181,1,,,,"",,,Mapara,-38.7425,175.6286,"Fig 6 """"fates of kokako nesting attempts"""" includes failures to rats. Percentages provided in pie chart",183,Rattus rattus,,Callaeas cinereus_Rattus rattus
Rhynochetos jubatus,"Gula, R., Theuerkauf, J., Rouys, S. and Legault, A., 2010. An audio/video surveillance system for wildlife. European Journal of Wildlife Research, 56, pp.803-807.","",Predation,Predation,Predation,Rattus rattus,,,"",24,0,0,0,,"",,,New Caledonia,-20.9043,165.618,Table 1 - zero predations recorded,185,Rattus rattus,,Rhynochetos jubatus_Rattus rattus
Acrocephalus caffer,"Thibault, J.C., Martin, J.L., Penloup, A. and Meyer, J.Y., 2002. Understanding the decline and extinction of monarchs (Aves) in Polynesian Islands. Biological conservation, 108(2), pp.161-174.","",Population,Abundance,Timing,Rattus rattus,,1,"","",0,,1,1,9 islands,1,0,Eastern Polynesia,-10.4905,-138.6489,"""""There was no significant effect in the GLM analysis of any of the introduced species on the distribution and abundance of Polynesian warblers.""""",188,"Rattus rattus, Rattus exulans",,Acrocephalus caffer_Rattus rattus
